"cdentite";"lbstationhydro";"typestation";"dtmiseservice";"dtfermeture";"longitude";"latitude"
"1011000101";[Barbotteau] à Petit-Bourg - Barbotteau;STD;2012-11-11 00:00:00;;-61.658989596947336;16.18940247154473
"1011000201";[Grande riviere a goyave] à Petit-Bourg - Petit-Bourg [canal d'Arnouville];STD;1974-04-29 00:00:00;1975-12-03 00:00:00;-61.65194975462324;16.19582925038803
"1011000301";[La Grande Rivière à Goyaves à Petit-Bourg-Barboteau] à Petit-Bourg - La Grande Rivière à Goyaves à Petit-Bourg [Barboteau pont de la Traversée];STD;1973-03-22 00:00:00;2005-10-31 00:00:00;-61.65561032021676;16.193954427748558
"1011000401";[La Grande Rivière à Goyaves à Petit-Bourg [Vernou]] à Petit-Bourg - Vernou;STD;1989-06-21 00:00:00;1992-01-01 00:00:00;-61.67277841400402;16.158271038628488
"1015000101";La rivière Bras David à Petit-Bourg [Maison Forêt];STD;2001-07-01 00:00:00;;-61.69319974980519;16.175997699294648
"1016000101";[Prise d'eau Duclos] à Petit-Bourg - Duclos;STD;2016-02-01 00:00:00;;-61.666435864258226;16.199136863468723
"1016000201";[La rivière Bras David à Petit-Bourg [cote 110]] à Petit-Bourg - La rivière Bras David à Petit-Bourg [cote 110];STD;1950-12-31 00:00:00;1987-09-04 00:00:00;-61.65723392859721;16.202822061694366
"1016000301";[Petit-Bourg [cote 130]] à Petit-Bourg [Riviere bras david];STD;1982-03-31 00:00:00;1995-01-01 00:00:00;-61.673385354414954;16.193433429216544
"1020000101";[Grande riviere a goyave] à Petit-Bourg [Prise d'eau, cote 90] - Petit-Bourg [Prise d'eau cote 90];STD;1950-11-28 00:00:00;1989-05-17 00:00:00;-61.65309329170792;16.20511864891793
"1021000101";[Lamentin [Ravine Chaude]] à Lamentin [Lamentin [Ravine Chaude]] - Lamentin [Ravine Chaude];STD;1973-05-02 00:00:00;1976-01-01 00:00:00;-61.66868169805797;16.22530873299091
"1025000101";[La Boucan] à Sainte-Rose - BOUCAN;STD;1973-03-19 00:00:00;;-61.668130064556244;16.279711710612467
"1025000201";[Sainte-Rose [Bonne Mere]] à Sainte-Rose [Grande riviere a goyave] - Sainte-Rose [Bonne Mere];STD;1989-05-30 00:00:00;1992-06-11 00:00:00;-61.667993470623735;16.27194115273729
"1040000101";[Ravine Bleue] à Sainte-Rose - Ravbleue;STD;2014-07-02 00:00:00;;-61.717770022668105;16.29387012334174
"1040000201";[Sainte-Rose [Forêt de Marolles]] à Sainte-Rose [Riviere moustique sainte-rose] - Sainte-Rose [Forêt de Marolles];STD;1983-12-01 00:00:00;2006-04-30 00:00:00;-61.715113666895036;16.296798381225706
"1044000101";[Riviere nogent] à Sainte-Rose - La rivière Nogent à Sainte-Rose [Pont de Nogent];STD;1979-01-30 00:00:00;1988-01-01 00:00:00;-61.745007441030616;16.336032497140728
"1110000101";[Prise d'eau] à Petit-Bourg [TRIANON] - TRIANON;STD;1984-10-01 00:00:00;;-61.627892425270254;16.15794141508339
"1111000101";[pont RN] à Petit-Bourg;STD;2016-02-01 00:00:00;;-61.602124179620155;16.18195198781164
"1112000101";[Riviere la rose] à Goyave [cote 75] - Goyave [cote 75];STD;1984-01-01 00:00:00;1986-11-20 00:00:00;-61.597352472316615;16.149653493261088
"1113000101";[Riviere lezarde] à Petit-Bourg [cote 85] - Petit-Bourg [cote 85];STD;1968-07-01 00:00:00;1993-01-01 00:00:00;-61.64719292777571;16.180126943122925
"1120000101";[Prise d'eau] à Capesterre-Belle-Eau [DIGUE] - Capesterre - La DIGUE;STD;1983-05-01 00:00:00;;-61.60938152783078;16.071929809769838
"1120000201";[pont RN] à Capesterre-Belle-Eau;STD;2016-02-01 00:00:00;;-61.56608824032619;16.05703634855661
"1120000301";[Capesterre-Belle-Eau [cote 95]] à Capesterre-Belle-Eau - Capesterre-Belle-Eau [cote 95];STD;1968-12-31 00:00:00;1987-05-15 00:00:00;-61.585446666763325;16.06680502000074
"1121000101";[Riviere du Perou] à Capesterre-Belle-Eau [cote 205] - Capesterre-Belle-Eau [cote 205] - Perou;STD;1987-06-02 00:00:00;1993-01-01 00:00:00;-61.60340179321261;16.057559475843767
"1122000101";[Riviere du Grand Carbet] à Capesterre-Belle-Eau [Amont prise Marquis] - Capesterre-Belle-Eau [amont prise Marquis];STD;1950-07-18 00:00:00;1989-12-09 00:00:00;-61.60561967172012;16.039714664647523
"1122000201";[Riviere du Grand Carbet] à Capesterre-Belle-Eau [Cote 15] - Capesterre-Belle-Eau [cote 15] - Riviere du Grand Carbet;STD;1983-11-29 00:00:00;1988-01-01 00:00:00;-61.57502155033067;16.022531066751895
"1122000301";[Riviere du Grand Carbet] à Capesterre-Belle-Eau [Barrage] - La rivière du Grand Carbet à Capesterre-Belle-Eau [Barrage];STD;1961-11-23 00:00:00;1995-01-01 00:00:00;-61.62369334885801;16.04538991797069
"1123000101";[riviere Moreau] à Goyave [cote 170] - Goyave [cote 170] - Moreau;STD;1987-05-04 00:00:00;1993-01-01 00:00:00;-61.61520631437038;16.12374068735035
"1124000101";[Petite Riviere A Goyave] à Goyave - cote 10;STD;1974-09-01 00:00:00;1993-01-01 00:00:00;-61.58733724474449;16.127263578896738
"1126000101";[riviere Sainte Marie] à Capesterre-Belle-Eau - La rivière Sainte Marie à Capesterre-Belle-Eau;STD;1974-08-01 00:00:00;1986-11-17 00:00:00;-61.5624569528755;16.100001781669544
"1131000101";[Pont RD] à Trois-Rivières [Grande Anse];STD;1984-04-18 00:00:00;;-61.65951213116494;15.963211632125958
"1134000101";[riviere Bananier] à Capesterre-Belle-Eau [Pont Thévenin] - La rivière Bananier à Capesterre-Belle-Eau [Pont Thévenin];STD;1950-09-28 00:00:00;1954-04-01 00:00:00;-61.60927627485106;16.01915862759769
"1134000201";[riviere Bananier] à Capesterre-Belle-Eau [Déversoir à l'échelle] - La rivière Bananier à Capesterre-Belle-Eau [Déversoir à l'échelle];STD;1955-02-03 00:00:00;1978-12-28 00:00:00;-61.61541307635849;16.02500079018718
"1134000301";[rivière Bananier] à Capesterre-Belle-Eau [Déversoir au limnigraphe] - La rivière Bananier à Capesterre-Belle-Eau [Déversoir au limnigraphe];STD;1970-07-31 00:00:00;1992-01-01 00:00:00;-61.615282247078326;16.024999945899935
"1212000101";[Rivière des Pères] à Baillif [Rivière des Pères] - Baillif;STD;1983-04-25 00:00:00;;-61.73926976607774;16.010759526428753
"1213000101";[riviere aux Herbes] à Basse-Terre - La rivière aux Herbes à Basse-Terre;STD;1983-06-01 00:00:00;1988-01-01 00:00:00;-61.7251528376447;15.996332898627626
"1214000101";[Galion] à Basse-Terre - Galion;STD;1983-05-17 00:00:00;2005-09-01 00:00:00;-61.72041366579301;15.989236632299844
"1218000101";[riviere du Plessis] à Baillif;STD;1962-03-01 00:00:00;1987-05-26 00:00:00;-61.718538801732215;16.067742559294537
"1220000101";[Grande Riviere de Vieux-Habitants] à Vieux-Habitants [cote 570] - cote 570;STD;1959-10-20 00:00:00;1969-01-01 00:00:00;-61.69551978384368;16.110056606666742
"1220000201";[Grande Riviere de Vieux-Habitants] à Vieux-Habitants [cote 325] - cote 325;STD;1959-06-30 00:00:00;1963-10-24 00:00:00;-61.717583131354836;16.101603762872887
"1221000101";[Prise d'eau] à Vieux-Habitants [Barthole] - VIEUX-HABITANTS BARTHOLE;STD;1980-01-01 00:00:00;;-61.72518095704987;16.086536891886077
"1221000201";[Pont RN] à Vieux-Habitants - Vieux-Habitants Pont RN;STD;1951-02-11 00:00:00;;-61.75992953341548;16.05965704370074
"1224000101";[riviere Beaugendre] à Vieux-Habitants [cote 77] - cote 77;STD;1979-02-15 00:00:00;1993-06-03 00:00:00;-61.74909047001637;16.098599964753063
"1227000101";[pont RD] à Bouillante [Lostau] - lostau;STD;2017-06-01 00:00:00;;-61.765614739155815;16.162251555079457
"1227000201";[riviere Lostau] à Bouillante [cote 70] - La rivière Lostau à Bouillante [cote 70];STD;1979-02-20 00:00:00;1987-01-30 00:00:00;-61.75707071727025;16.160722892447804
"1227000301";[rivière Lostau] à Bouillante [Déversoir] - La rivière Lostau à Bouillante [Déversoir];STD;1979-02-01 00:00:00;1993-06-30 00:00:00;-61.75055344907671;16.16202244603379
"1232000101";La rivière de Petite-Plaine à Pointe-Noire;STD;2016-11-01 00:00:00;;-61.77603940873774;16.224316529664172
"1232000201";[riviere Petite Plaine] à Pointe-Noire [Historique] - La rivière Petite Plaine à Pointe-Noire - Historique;STD;1964-01-01 00:00:00;1993-06-03 00:00:00;-61.74647775495127;16.067971261024034
"1235000101";[riviere Ferry] à Deshaies [cote 35] - cote 35;STD;1979-02-20 00:00:00;1988-01-05 00:00:00;-61.790583610009044;16.285746742694492
"1236000101";La rivière Deshaies à Deshaies;STD;2011-11-01 00:00:00;;-61.7828683668632;16.296725490873023
"1311000101";[ravine Bacadore] aux Abymes;STD;1968-11-21 00:00:00;1980-01-01 00:00:00;-61.50846828584691;16.25579340927004
"1332000101";La ravine des Coudes [MAE] à Morne-à-l'Eau;STD;2013-04-11 00:00:00;;-61.44083609182369;16.32929058334265
"1350000101";[ravine Gaschet] à Petit-Canal - Duval;STD;1974-01-01 00:00:00;1990-01-01 00:00:00;-61.44121505665677;16.400457270628657
"1355000101";[ravine Gaschet] à Port-Louis [Pont RN 6];STD;1974-01-01 00:00:00;1995-01-01 00:00:00;-61.49924553048689;16.403970454987142
"1355000201";[ravine Gaschet] à Port-Louis [Retenue Gachet];STD;1988-09-30 00:00:00;1992-01-01 00:00:00;-61.488267384275;16.415513864571064
"1362000101";[ravine Cassis] à Port-Louis [ravine Cassis] - ravine Cassis;STD;1972-12-31 00:00:00;1980-02-13 00:00:00;-61.508933347516525;16.44117435873538
"1422000101";[ravine Gardel] au Moule;STD;1974-12-31 00:00:00;1978-03-16 00:00:00;-61.32264895343375;16.31199567551878
"1530000101";[Ravine Bombo] à Sainte-Anne;STD;1971-06-01 00:00:00;1978-11-09 00:00:00;-61.37908849962838;16.25252042410982
"1542000101";[Grande Ravine] au Gosier [Pont RN 4];STD;1968-06-21 00:00:00;1979-12-31 00:00:00;-61.49784113451646;16.217444195326973
"1641000101";[rivière Saint Louis] à Saint-Louis [Marie-Galante];STD;1972-01-01 00:00:00;1985-08-24 00:00:00;-61.28958703635537;15.935073394249796
"2014000101";La rivière de l'Anse Céron au Prêcheur;STD;2011-02-14 00:00:00;;-61.2255333730673;14.83149778470154
"2101000101";La Grande Rivière à Grand'Rivière [Bourg Grand Rivière] - 1;STD;2019-04-12 00:00:00;;-61.17825637119285;14.873158238057133
"2101000102";La Grande Rivière à Grand'Rivière [Bourg Grand Rivière] - 2;STD;2011-01-14 00:00:00;;-61.17825637119285;14.873158238057133
"2113000101";La rivière Capot au Morne-Rouge [Mackintosh];STD;1962-01-01 00:00:00;1996-08-13 13:08:00;-61.110982850356834;14.776624396362433
"2115000101";La rivière Capot au Lorrain [Saut Babin];STD;1962-01-01 00:00:00;2004-02-18 10:20:00;-61.106495975216;14.81205812184479
"2115000201";La rivière Capot au Lorrain [Vivé-capot];STD;2010-01-01 00:00:00;;-61.096447645475635;14.831861995869222
"2116000101";La rivière Pirogue au Lorrain [Pont Desgrottes];STD;1951-01-01 00:00:00;1970-01-01 00:01:00;-61.10186822776256;14.80479039395627
"2205000101";La rivière du Lorrain au Lorrain [SCNA];STD;2011-02-08 00:00:00;;-61.05550466823123;14.788161638595165
"2205000201";La rivière du Lorrain au Lorrain [confluence Pirogue];STD;1963-03-27 00:00:00;1967-09-07 23:59:00;-61.05917641727585;14.779809287762678
"2205000301";La rivière du Lorrain au Lorrain [Pont de la Pirogue];STD;1968-05-10 00:00:00;1970-08-01 00:00:00;-61.05707539736861;14.796735688872616
"2211000101";La rivière de Bezaudin à Sainte-Marie [Sainte-Marie];STD;2010-01-01 00:00:00;;-61.00693651276604;14.77303483674073
"2221000101";La rivière du Galion Bras Gommier Percé à Gros-Morne [Bras-Gommier];STD;2011-01-24 00:00:00;;-61.03796196180256;14.730869121306315
"2225000101";La rivière du Galion à la Trinité [Grand Galion];STD;2011-10-06 00:00:00;;-60.960337267524785;14.717007964115673
"2225000201";La rivière du Galion à la Trinité [Bassignac];STD;1951-07-08 00:00:00;1995-03-21 11:13:00;-60.98797774021697;14.730483451375132
"2225000301";La rivière du Galion à la Trinité [bassignac];STD;2010-01-01 00:00:00;;-60.98170608450132;14.729521489492376
"2301000101";La rivière Dumauzé à Fort-de-France [Didier];STD;2016-11-07 00:00:00;;-61.092868279570865;14.661686700284521
"2301000201";La rivière Dumauzé à Fort-de-France [Absalon];STD;2010-11-18 00:00:00;2013-12-27 00:00:00;-61.09749085543555;14.676753304100004
"2302000101";La rivière Case-Navire à Schœlcher [Anse Madame];STD;2011-11-17 00:00:00;;-61.100287936725024;14.618484551112413
"2302000201";La rivière Case-Navire à Schœlcher [Fond Rousseau];STD;1987-05-27 00:00:00;2002-04-11 04:15:00;-61.09788735926173;14.626501082618248
"2302000301";La rivière Case-Navire à Schœlcher [case navire] - Case Navire;STD;2010-01-01 00:00:00;;-61.10005540649413;14.61785332803771
"2320000101";La rivière du Carbet à Fonds-Saint-Denis [fond mascret];STD;2010-01-01 00:00:00;;-61.14130141762228;14.729517849215636
"2322000101";La rivière du Carbet au Carbet [Fond Baise];STD;1994-12-13 00:00:00;2002-12-24 10:50:00;-61.1690829373619;14.714960626921778
"2328000101";La Roxelane à Saint-Pierre [Pecoul];STD;2010-01-01 00:00:00;;-61.163459122182715;14.757457549060598
"2329000101";La Roxelane à Saint-Pierre [Bourg Saint Pierre];STD;2011-10-10 00:00:00;;-61.17630805877154;14.74912723348378
"2402000101";La rivière du Longvilliers au Lamentin [Baleu];STD;2016-11-17 00:00:00;;-61.01630529160489;14.648854081840518
"2404000101";La Gondeau au Lamentin [Pont de Gondeau];STD;2010-01-01 00:00:00;;-61.02393123181123;14.632474171161103
"2414000101";La Jambette à Fort-de-France [Jambette] - favorite;STD;2010-01-01 00:00:00;;-61.03497942252102;14.632967635076719
"2423000101";La rivière Madame à Fort-de-France [Pont de Chaine] - 1;STD;2009-04-07 00:00:00;;-61.071269419155264;14.616898410524517
"2423000102";La rivière Madame à Fort-de-France [Pont de Chaine] - 2;STD;2009-04-07 00:00:00;;-61.071269419155264;14.616898410524517
"2423000201";La rivière Madame à Fort-de-France [Pont de la Cartonnerie];STD;1961-12-16 00:00:00;1967-11-28 00:00:00;-61.07216502680873;14.615273483319829
"2501000101";La Lézarde à Gros-Morne [Palourde];STD;2009-09-01 00:00:00;;-61.04884364849726;14.716331664100615
"2503000101";La Lézarde à Gros-Morne [Lézarde 2];STD;1962-06-13 00:00:00;;-61.033428438650134;14.709559449702555
"2503000201";La Lézarde à Gros-Morne [rd-15-b- Lezarde];STD;2010-01-01 00:00:00;;-61.02620099843613;14.703380604032674
"2503000301";La Lézarde à Gros-Morne [Tronc commun];STD;2010-01-01 00:00:00;;-61.02253122407251;14.700649554755065
"2504000101";La rivière Petite Lézarde à Gros-Morne [Saint Maurice];STD;2011-01-28 00:00:00;;-60.993689841237455;14.675951231365246
"2511000101";La rivière Blanche à Fort-de-France [Pont de l'Alma];STD;1999-01-19 00:00:00;;-61.0925452297537;14.704929928041578
"2511000201";La rivière Blanche à Fort-de-France [Alma];STD;1962-01-19 00:00:00;1998-11-30 15:04:00;-61.09395297144237;14.70576947543082
"2512000101";La rivière Blanche à Saint-Joseph [Bouliki];STD;2009-09-04 00:00:00;;-61.07344494924669;14.702960368623096
"2512000201";La rivière Blanche à Saint-Joseph [Bouliki aval];STD;2011-11-09 00:00:00;;-61.068678697496146;14.699630840029686
"2512000301";La rivière Blanche à Saint-Joseph [aval prise SICSM] - 1;STD;1971-08-07 00:00:00;;-61.03554371049763;14.680611760902844
"2512000302";La rivière Blanche à Saint-Joseph [aval prise SICSM] - 2;STD;1971-08-07 00:00:00;;-61.03554371049763;14.680611760902844
"2512000401";La rivière Blanche à Saint-Joseph [pt-de-riv-blanche] - pt-blanche;STD;2010-01-01 00:00:00;;-61.04422635107853;14.685145736311751
"2514000101";La rivière Blanche à Saint-Joseph [Fond Ferret];STD;1968-10-29 00:00:00;1970-08-20 00:00:00;-61.02296453427721;14.675805437991023
"2521000101";La Lézarde au Lamentin [Pont RN 1] - 1;STD;1997-07-15 00:00:00;;-60.98548972689312;14.625176460149877
"2521000102";La Lézarde au Lamentin [Pont RN 1] - 2;STD;1997-07-15 00:00:00;;-60.98548972689312;14.625176460149877
"2521000201";La Lézarde au Lamentin [Pont de Mare];STD;1961-05-16 00:00:00;1970-08-21 23:59:00;-60.99835227826688;14.651647472043743
"2521000301";La Lézarde au Lamentin [Pont du Soudon];STD;1971-07-10 00:00:00;1993-12-20 10:38:00;-60.99399965668464;14.645465054546616
"2521000401";La Lézarde au Lamentin [Gué de la Désirade];STD;2010-01-01 00:00:00;;-60.99593335158985;14.666436069812972
"2532000101";au Lamentin [cote 45];STD;1976-03-02 00:00:00;1982-12-13 12:01:00;-60.96524435887957;14.643588774835225
"2533000101";La Petite Rivière au Lamentin [Brasserie Lorraine] - 1;STD;2010-07-15 00:00:00;;-60.974193280337154;14.625094369834612
"2533000102";La Petite Rivière au Lamentin [Brasserie Lorraine] - 2;STD;2010-07-15 00:00:00;;-60.974193280337154;14.625094369834612
"2541000101";La Lézarde au Lamentin [Ressource];STD;1995-07-24 00:00:00;;-60.987499010875936;14.611799759337169
"2542000101";[Canal Mamin] au Lamentin;STD;2016-12-08 00:00:00;;-60.99499820172748;14.61768593981531
"2543000101";La Lézarde au Lamentin [pt-Spitz];STD;2010-01-01 00:00:00;;-60.99822429215917;14.60574748276326
"2544000101";La rivière Caleçon au Lamentin [Caleçon];STD;2014-06-20 00:00:00;;-60.962681038578005;14.613689172353702
"2544000201";La rivière Caleçon au Lamentin [Gaigneron RD];STD;2014-06-27 00:00:00;;-60.997538449829584;14.604004971151506
"2544000301";La rivière Caleçon au Lamentin [Autoroute];STD;2011-01-14 00:00:00;2013-11-25 00:00:00;-61.00432358516352;14.599954616556385
"2604000101";La ravine Gaschette au Robert [Gaschette];STD;2010-11-29 00:00:00;;-60.940031395745336;14.688732455291191
"2613000101";La rivière Desroses au François [Belle-ame];STD;2010-01-01 00:00:00;;-60.91973140123091;14.61314978507032
"2615000101";La rivière Desroses au François [Pont- Martienne];STD;2010-01-01 00:00:00;;-60.90946318482349;14.616384816639274
"2616000101";La rivière Deux Courants au François [Séraphin];STD;2010-01-01 00:00:00;;-60.90264829567555;14.613680960500528
"2623000101";La rivière du Simon au François [Fontane2];STD;2011-09-27 00:00:00;;-60.87671558164254;14.583676836093185
"2623000201";La rivière du Simon au François [Fontane];STD;1995-04-18 00:00:00;2003-10-23 11:40:00;-60.8804623828619;14.580573212932004
"2701000101";La rivière de Paquemar au Vauclin [Morne Jalouse];STD;1970-09-27 00:00:00;1993-01-05 16:38:00;-60.85091010431754;14.518406682684146
"2715000101";La rivière Massel au Marin [Puyferrat - Pont RN 6];STD;1994-12-13 00:00:00;;-60.852992932016214;14.501105405476675
"2723000101";Le Crêve Cœur à Sainte-Anne [cote 10];STD;1995-09-07 00:00:00;1999-01-11 11:50:00;-60.85361648684617;14.449215372436978
"2802000101";La rivière les Coulisses à Saint-Esprit [pont-secours] - Rivière Cacao;STD;2010-01-01 00:00:00;;-60.937987676848415;14.562362799483603
"2803000101";La rivière les Coulisses à Rivière-Salée [Petit-Bourg] - 1;STD;1995-07-07 00:00:00;;-60.96005850523333;14.547599077408186
"2803000102";La rivière les Coulisses à Rivière-Salée [Petit-Bourg] - 2;STD;1995-07-07 00:00:00;;-60.96005850523333;14.547599077408186
"2804000101";La rivière de Trenelle à Rivière-Salée [Habitation Boulevard];STD;1975-06-17 00:00:00;1978-12-01 01:20:00;-60.964644448497324;14.527102542551418
"2804000201";La rivière l'Abandon à Rivière-Salée [Pont Violon - RN 5];H;2021-03-17 12:00:00;;-60.98144987035328;14.534648901278121
"2805000101";La ravine de la Laugier à Rivière-Salée [Laugier];STD;2017-04-25 00:00:00;;-60.97739626723752;14.524243370678827
"2805000201";Le ravin Médecin à Rivière-Salée [Médecin];STD;2017-09-13 00:00:00;;-60.983282867846974;14.524137738817204
"2808000101";La rivière la Manche à Ducos [Pont RN 7];STD;2012-01-09 00:00:00;;-60.96489169644111;14.564889911762362
"2812000101";La Petite Rivière Pilote à Rivière-Pilote [Madeleine];STD;2012-01-05 00:00:00;;-60.90481882813309;14.496114205922648
"2813000101";La Petite Rivière Pilote à Rivière-Pilote [Pomponne];STD;2010-01-01 00:00:00;;-60.90396993294321;14.484987307478145
"2813000201";La Grande Rivière Pilote à Rivière-Pilote [lescouet];STD;2010-01-01 00:00:00;;-60.89007282408408;14.498893027781472
"2822000101";La rivière Oman à Sainte-Luce [Morne Lavison];STD;1981-05-05 00:00:00;1995-01-01 00:00:00;-60.96365267587432;14.488462522151073
"2824000101";La rivière Oman à Sainte-Luce [Dormante];STD;1994-12-13 00:00:00;;-60.961577974385214;14.486141542187033
"2902000101";Le fond Placide au Diamant [Petits Lézards];STD;1985-01-01 00:00:00;1992-12-31 23:59:00;-61.03169520127306;14.487280204985833
"3013000101";Le Mro wa Gouloué à Mamoudzou [Passamainty];STD;2010-02-04 00:00:00;;45.20568063470726;-12.800646369680447
"3014000101";Le Mro wa Kwalé à Mamoudzou [Kwalé Station];STD;2007-01-01 00:00:00;;45.18571087128212;-12.797179717816656
"3021000101";Le Mro wa Mgombani à Koungou [Mgombani];STD;2010-01-01 00:00:00;;45.178368783166704;-12.73366788988834
"3033000101";Le Mro wa Tanabé à Bandraboua [Dzoumogné Retenue];STD;2002-02-02 00:00:00;;45.10686812668246;-12.71527698590897
"3033000201";Le Mro wa Mjihari à Bandraboua [Dzoumogné Ouest];STD;1995-10-17 00:00:00;;45.11091489225169;-12.722328782025805
"3033000301";Le Mro wa Mjihari à Bandraboua [Mapouéra];STD;2006-01-01 00:00:00;;45.0998226263511;-12.717956430139184
"3033000401";[La Méresse] à Bandraboua;STD;2016-01-01 00:00:00;;45.13556980604943;-12.73202937139696
"3033000501";Le Mro wa Mouhogoni à Bandraboua [Mouhogoni];STD;1998-10-27 00:00:00;;45.116986292310415;-12.724668279969798
"3035000101";Le Mro wa Bouyouni à Bandraboua [Bouyouni Bas];STD;2008-05-01 00:00:00;;45.140670399020394;-12.743791488330148
"3035000201";Le Mro wa Bouyouni à Tsingoni [Bouyouni Haut];STD;2013-01-01 00:00:00;;45.14843683168523;-12.760561750690785
"3036000101";Le Mro wa Longoni à Koungou [Longoni];STD;2016-01-01 00:00:00;;45.16489440332456;-12.73753792680847
"3045000101";Le Mroni Boungoumouhé à M'Tsangamouji [Boungoumouhé];STD;1995-05-22 00:00:00;;45.09843003479873;-12.761317579488665
"3051000101";Le Mro wa Chirini à Tsingoni [Soulou];STD;1995-05-16 00:00:00;;45.10696705297482;-12.775430169629315
"3052000101";Le Mrowalé à Tsingoni [Mrowalé];STD;1995-01-02 00:00:00;;45.110564284134284;-12.784688569216828
"3053000101";Le Mro wa Ourovéni à Tsingoni [Mouala];STD;2016-01-01 00:00:00;;45.146913735756634;-12.771350723182529
"3053000201";Le Mro wa Ourovéni à Tsingoni [Ouroveni Pont];STD;2016-01-01 00:00:00;;45.12768591267619;-12.80821029943385
"3054000101";Le Mro wa Coconi à Ouangani [Hapandzo];STD;1999-01-04 00:00:00;;45.132076288300766;-12.83406155245083
"3073000101";Le Mroni Antanana à Kani-Kéli [Mronabéja];STD;2004-02-25 00:00:00;;45.129723012139664;-12.970689836632989
"3074000101";Le Mroni Bé à Bandrele [Bé Dapani];STD;1999-01-04 00:00:00;;45.15803766166158;-12.968467764483446
"3092000101";Le Mro wa Dembéni à Dembeni [Dembéni Bas];STD;2007-01-01 00:00:00;;45.177033541756806;-12.840129959837462
"3094000101";Le Mro wa Salim Bé à Dembeni [Salim Bé];STD;2016-01-01 00:00:00;;45.19411717976321;-12.87324155625047
"4000000101";La rivière des Remparts [Bras Principal] à Saint-Joseph [Pont RN 2];STD;2007-06-14 00:00:00;;55.61569990271828;-21.37661867826774
"4000000102";La rivière des Remparts [Bras Principal] à Saint-Joseph [Pont RN 2] - Canal Payet;STD;2018-06-01 00:00:00;;55.61565486775156;-21.37525427881349
"4001000101";La rivière Langevin [Bras principal] à Saint-Joseph [Barrage];STD;2003-09-05 00:00:00;;55.644621985652066;-21.340248000427327
"4001000201";La rivière Langevin [Bras principal] à Saint-Joseph [Passerelle];STD;1986-11-26 00:00:00;;55.6433877866971;-21.339022007339793
"4001000301";La rivière Langevin [Bras principal] à Saint-Joseph;STD;1997-10-08 00:00:00;;55.645672685783516;-21.3810096023739
"4005000101";La rivière de l'Est [Bras Principal] à Sainte-Rose;STD;2002-10-22 00:00:00;;55.721976962739525;-21.175188542827087
"4010000101";Le bras Noir à la Plaine-des-Palmistes - Bras Noir;STD;1993-07-31 00:00:00;;55.585693089056065;-21.143904753572674
"4012000101";La rivière des Marsouins [Bras principal] à Saint-Benoît [Bethléem];STD;1994-08-11 00:00:00;;55.6797129564803;-21.04147152820839
"4012000201";La rivière des Marsouins [Bras Principal] à Saint-Benoît [Centre-Ville];STD;2006-08-27 00:00:00;;55.714487228327556;-21.035025924982747
"4013000101";La rivière des Roches [Bras Principal] à Saint-Benoît [Abondance];STD;1978-03-16 00:00:00;;55.659934900392486;-21.03539961560821
"4013000201";La rivière des Roches [Bras Principal] à Saint-Benoît [Bassin La Paix];STD;2011-07-05 00:00:00;;55.67055589860561;-21.023693903395024
"4013000401";La rivière Bras Panon à Bras-Panon [Aval radier Paniandy] - Aval radier Paniandy;STD;1997-06-03 00:00:00;;55.663069594474585;-20.996786769358433
"4013000501";La rivière Bras Panon à Bras-Panon [Libéria];STD;2019-09-27 00:00:00;;55.67519847345775;-21.00352145898122
"4020000101";La rivière du Mât [Bras Principal] à Salazie [Pont de l'Escalier];STD;1986-02-07 00:00:00;;55.579492876510486;-20.998919367057184
"4020000201";La rivière du Mât [Bras Principal] à Salazie [Trou Blanc];STD;2015-12-14 00:00:00;;55.493714766538154;-21.06132507092327
"4021000101";Le bras des Lianes à Bras-Panon [Amont cascade du Chien];STD;1976-03-24 00:00:00;;55.61149735002505;-21.025986272851274
"4022000101";La rivière du Mât [Bras principal] à Bras-Panon [Barrage Bengalis];STD;1978-03-03 00:00:00;;55.640255698779946;-20.978258521417555
"4030000101";La Grande Rivière Saint-Jean [Bras principal] à Sainte-Suzanne [Pont RN 2002];STD;2008-07-10 00:00:00;;55.64192052508876;-20.93235302476272
"4030000201";La Grande Rivière Saint-Jean [Bras principal] à Saint-André [Grand Bras];STD;1982-02-01 00:00:00;;55.605666402439816;-20.9690536718413
"4030000301";La Petite Rivière Saint-Jean [Affluent] à Sainte-Suzanne [Cascade Délice];STD;2010-06-01 00:00:00;;55.63382775479663;-20.936200067790743
"4030000401";La rivière Sainte-Suzanne [Bras principal] à Sainte-Suzanne [Amont Cascade Niagara];STD;2010-06-01 00:00:00;;55.60240541862004;-20.92146457248898
"4030000501";La rivière Sainte-Suzanne [Bras principal] à Sainte-Suzanne [Bassin ravine Creuse];STD;2017-12-19 00:00:00;;55.578183881037184;-20.96081461463395
"4030000601";Le bras Laurent [Affluent] à Sainte-Suzanne;STD;1992-10-27 00:00:00;;55.568599139112195;-20.975142138994514
"4030000701";La rivière Sainte-Suzanne à Sainte-Suzanne [Bassin Grondin];STD;2018-10-01 00:00:00;;55.582434328672164;-20.951219355785547
"4030000801";La rivière Sainte-Suzanne à Sainte-Suzanne;STD;2011-04-08 00:00:00;;55.56422022430857;-20.975421469240786
"4030000901";La Grande Rivière Saint-Jean à Saint-André [Amont Cascade Pichon];STD;2009-04-01 00:00:00;;55.63799634988179;-20.948410947991054
