"cdentite";"lbstationhydro";"typestation";"dtmiseservice";"dtfermeture";"longitude";"latitude"
H244234001;La Brenne à Montbard;STD;1988-10-01 00:00:00;;4.323844575926297;47.623217586728856
H245201001;L'Armançon à Aisy-sur-Armançon [amont];STD;1876-01-01 00:00:00;1990-01-01 00:00:00;4.2326599670947225;47.66764144642149
H245202001;L'Armançon à Aisy-sur-Armançon - aval;STD;1989-12-01 00:00:00;;4.232507158571044;47.6679491236119
H246201001;L'Armançon à Tonnerre;STD;1891-01-01 00:00:00;2004-06-01 12:00:00;3.9645424049486993;47.86619444408833
H246202001;L'Armançon à Tronchoy;STD;1991-05-01 00:00:00;;3.938921913770934;47.91353708554196
H246371001;[La fosse Dionne] à Tonnerre;STD;1993-09-07 00:00:00;;3.971304156998164;47.85706611599865
H247301001;L'Armance à Chessy-les-Prés;STD;1959-10-13 00:00:00;;3.8948829735306747;48.00839786512944
H248201001;L'Armançon à Brienon-sur-Armançon;STD;1949-01-01 00:00:00;;3.613182368575727;47.98573579568641
H248201002;L'Armançon à Brienon-sur-Armançon - Brienon-sur-Armançon [aval];STD;2017-06-09 00:00:00;;3.610198829735188;47.986069465892584
H248202001;L'Armançon à Jaulges;STD;1963-01-01 00:00:00;1996-01-01 00:00:00;3.7935741952946396;47.969949371569335
H251341001;Le Vrin à Précy-sur-Vrin;STD;1968-06-01 00:00:00;1993-01-01 00:00:00;3.267759764062062;47.977110043738925
H300000201;La Seine à Poissy;STD;1900-12-12 00:00:00;;2.0381349623480065;48.936992111170966
H303000101;Le ru d'Elancourt à Jouars-Pontchartrain - Chennevières;STD;1978-04-01 00:00:00;2006-12-06 12:00:00;1.908513672878921;48.794064372670476
H303000201;La Guyonne à Mareil-le-Guyon;STD;1982-07-01 00:00:00;;1.8499787932799843;48.791374685229414
H303000301;Le ruisseau du Lieutel à Vicq;STD;1982-07-01 00:00:00;1997-01-01 00:00:00;1.8367718448364563;48.814057206654944
H303000401;Le ruisseau du Lieutel à Neauphle-le-Vieux;STD;2005-12-06 00:00:00;;1.860680212091688;48.813127148539195
H304000101;Le ru Maldroit à Thiverval-Grignon;STD;1968-01-01 00:00:00;1998-11-19 12:00:00;1.9071367985344545;48.837692607210386
H304000201;Le ru Maldroit à Beynes - Les Chênes;STD;1974-08-01 00:00:00;1979-10-01 12:00:00;1.8847138300908193;48.850869010357606
H305000101;La Mauldre à Beynes - Mairie;STD;1982-07-01 00:00:00;;1.8764343683535114;48.85624199583771
H305000103;La Mauldre à Beynes - Aval;STD;1967-12-01 00:00:00;1985-01-03 08:39:00;1.8716582887489246;48.86656723714262
H305000201;Le ru de Gally à Villepreux;STD;1967-01-01 00:00:00;1982-01-01 00:00:00;2.0096720347616794;48.84094192915389
H305000301;Le ru de Gally à Thiverval-Grignon - Les Quatre Pignons;STD;1987-11-01 00:00:00;;1.9132685984371824;48.85923544267116
H305000401;La Mauldre à Aulnay-sur-Mauldre - Centre ville;STD;2005-04-19 00:00:00;;1.8420471095630337;48.928530785121765
H305000402;La Mauldre à Aulnay-sur-Mauldre - Usine;STD;1967-10-01 00:00:00;2005-08-01 00:00:00;1.8372331423965822;48.93689314750808
H307000301;La Vaucouleurs à Mantes-la-Ville - A13;STD;1984-06-07 00:00:00;2004-03-29 00:00:00;1.7184394041950086;48.977199591438314
H307000401;Le bras de la Vaucouleurs à Mantes-la-Ville - Stade;STD;1992-04-07 00:00:00;1999-10-04 00:00:00;1.7176083414935825;48.978524061187024
H307000501;La Vaucouleurs à Villette - Mairie;STD;1980-10-02 00:00:00;2000-02-14 00:00:00;1.6921913117203327;48.92753434141603
H307000601;Le bras de la Vaucouleurs à Villette - Eglise;STD;1980-10-02 00:00:00;2000-02-14 00:00:00;1.6909927323063296;48.928298214393415
H308000101;La Seine à Limay [Mantes];STD;1983-05-01 00:00:00;;1.7254137918592631;48.993152555858394
H308000201;La Seine à Méricourt;STD;1998-01-01 00:00:00;;1.6119998583551631;49.02364961989577
H308000203;La Seine à Méricourt - Barrage (amont) [VNF];STD;1886-07-14 00:00:00;;1.6118528683174107;49.023620459914014
H308000204;La Seine à Méricourt - Barrage (aval) [VNF];STD;1886-07-14 00:00:00;;1.619841790962369;49.03164501012507
H310041010;L'Epte à Saumont-la-Poterie [La Bellière];STD;1989-09-01 00:00:00;2006-08-15 00:00:00;1.5929602306276798;49.60044548402395
H310042010;L'Epte à Saumont-la-Poterie [Pont de Viogne];STD;2004-12-02 00:00:00;;1.6325937463226987;49.58171804172122
H311041010;L'Epte à Gournay-en-Bray - Aval;STD;1967-03-01 00:00:00;2021-10-08 12:00:00;1.7286179290150951;49.47309522239903
H311041011;L'Epte à Gournay-en-Bray - Centre-ville;STD;2019-08-28 00:00:00;;1.7294679848374175;49.48000753923894
H311301001;Le Branlin à Champignelles;STD;1975-07-01 00:00:00;2000-01-03 18:00:00;3.1071269856665418;47.790936245969704
H311331001;Le ru de Septfonds à Saint-Fargeau [Ronchères];STD;1979-10-01 00:00:00;2007-05-11 00:00:00;3.112499169990845;47.65975692775208
H311332001;Le ru de Septfonds à Saint-Fargeau [Les Perriaux];STD;1980-12-01 00:00:00;1992-12-01 12:00:00;3.1278164117303735;47.646887867813575
H311333001;Le ru de Septfonds à Saint-Fargeau [Montréal];STD;1981-03-01 00:00:00;1992-01-01 00:00:00;3.107920808009706;47.66210147371536
H311334001;Le ru de Septfonds à Saint-Fargeau [chambre de mesures];STD;1984-06-01 00:00:00;1992-12-01 12:00:00;3.1243395828047222;47.64672960212793
H311334101;L'Epte à Gournay-en-Bray [observateur];STD;2006-08-01 00:00:00;2011-08-01 00:00:00;1.7295469650381294;49.48016117634025
H312041010;L'Epte à Sérifontaine;STD;2004-12-02 00:00:00;;1.7601717035831708;49.355436957726205
H312042010;L'Epte à Éragny-sur-Epte;STD;1982-01-01 00:00:00;1985-01-11 00:00:00;1.7691308198320983;49.321995584953555
H312042201;L'Epte à Bouchevilliers;STD;2021-07-11 00:00:00;;1.7107842381583316;49.40243324471715
H314041010;L'Epte à Gisors [observateur];STD;2006-08-01 00:00:00;2012-08-01 00:00:00;1.7584125195858158;49.272438275147074
H317061010;L'Aubette à Ambleville;STD;1971-09-01 00:00:00;;1.6895645298403137;49.150901859338596
H318041010;L'Epte à Fourges;STD;1961-01-01 00:00:00;;1.6448200096889076;49.119500322287536
H320000101;La Seine à Vernon - Rive gauche (embarcadère);STD;1900-01-01 00:00:00;2006-08-16 00:00:00;1.4889429950436268;49.09633036933135
H320000104;La Seine à Vernon - Station débitmétrique (>2006);DEB;2006-08-16 00:00:00;;1.4889429950436268;49.09633036933135
H320331001;Le Puiseaux à Saint-Hilaire-sur-Puiseaux;STD;1972-08-18 00:00:00;;2.700892099620464;47.92229081263869
H321901010;Le Gambon aux Andelys;STD;1965-01-01 00:00:00;1989-11-22 00:00:00;1.4362043872819843;49.24846166312799
H322011001;La Seine à Poses [VNF];STD;2011-03-16 00:00:00;;1.23777605496018;49.311185480258956
H322011002;La Seine à Poses [VNF] - [1941-1973];STD;1941-01-01 00:00:00;1990-01-01 00:00:00;1.2412749425087777;49.30859299825883
H322011003;La Seine à Poses [VNF] - Station ultrason amont barrage;DEB;1990-01-01 00:00:00;2006-03-10 00:00:00;1.2412749425087777;49.30859299825883
H322011004;La Seine à Poses [VNF] - [1974-1989];STD;1974-01-01 00:00:00;1989-12-31 00:00:00;1.23777605496018;49.311185480258956
H323041010;L'Andelle à Rouvray-Catillon;STD;1988-12-01 00:00:00;;1.493094544196867;49.582853352703836
H325041010;L'Andelle à Vascœuil;STD;1972-12-01 00:00:00;;1.3834005565427863;49.4449511762459
H326041010;L'Andelle à Radepont;STD;2003-12-16 00:00:00;2016-03-17 00:00:00;1.326070554808733;49.35382750908227
H327000101;La Seine à Pont-de-l'Arche;STD;2017-12-01 00:00:00;;1.1500227570610924;49.31000778401612
H332201001;La Bezonde à Pannes;STD;1980-10-28 00:00:00;;2.6756567662604644;48.00288540872429
H352201010;Le Fusain à Courtempierre - Station débitmétrique;DEB;1967-01-01 00:00:00;;2.637145430125413;48.11054346632109
H352201011;Le Fusain à Courtempierre;STD;2018-03-22 00:00:00;;2.637145430125413;48.11054346632109
H402021010;L'Eure à Chuisnes [observateur];STD;2006-08-01 00:00:00;2013-07-01 00:00:00;1.2050470753629199;48.44823803958102
H402203001;L'Essonne à Boulancourt;STD;1985-08-01 00:00:00;;2.427537525360275;48.25772429663431
H403021010;L'Eure à Saint-Luperce;STD;1964-12-17 00:00:00;;1.2911926548135026;48.449158777361504
H403301001;La Juine à Méréville [Ancienne] - Ancienne;STD;1969-05-01 00:00:00;2017-01-22 00:00:00;2.101759968924713;48.33296320549186
H403301101;L'Eure à Ver-lès-Chartres - Loché;STD;1969-01-01 00:00:00;1986-01-02 00:00:00;1.4772237751209456;48.38634689656819
H404021010;L'Eure à Chartres;DEB;2010-05-05 00:00:00;2017-12-31 00:00:00;1.498980903231412;48.44195396337932
H404021101;L'Eure à Lèves;STD;2017-07-20 00:00:00;;1.4837933224994198;48.46726991006948
H404021201;Le Coinon à Mainvilliers;STD;1969-12-19 00:00:00;1985-05-25 12:43:00;1.4359170873736162;48.471552684070055
H406840001;La Voise à Ymeray;STD;2017-08-18 13:00:00;;1.7100407326588198;48.509126362474674
H413041010;La Drouette à Saint-Martin-de-Nigelles;STD;1987-12-01 00:00:00;;1.5908450320997607;48.61542055930834
H416021010;L'Eure à Charpont;STD;1984-10-09 00:00:00;;1.4421839413328286;48.700852644307744
H418041010;La Blaise à Garnay;STD;1974-02-13 00:00:00;2008-11-27 12:00:00;1.3449718304879543;48.703708690646884
H418041101;La Blaise à Aunay-sous-Crécy - emplacement syndicat;STD;2013-11-22 00:00:00;;1.3049622064562403;48.67295422932146
H418041102;La Blaise à Aunay-sous-Crécy - emplacement caméra;STD;2023-11-23 00:00:00;;1.3053838726842184;48.67307803569888
H420021010;L'Eure à Montreuil - observateur;STD;2006-08-01 00:00:00;2011-11-01 00:00:00;1.3796487223244007;48.77678270055047
H420021011;L'Eure à Montreuil - IJINUS;STD;2000-01-01 00:00:00;;1.379891235479642;48.77671837594845
H420021012;L'Eure à Montreuil - LNS;STD;2023-08-04 12:00:00;;1.3793657492806521;48.7770835163244
H421041010;L'Avre à Saint-Christophe-sur-Avre;STD;2004-12-03 00:00:00;;0.8290939082277109;48.69871840458857
H423041010;L'Avre à Acon;STD;1972-02-01 00:00:00;;1.1047895029998032;48.76191511581919
H425041010;L'Avre à Nonancourt [observateur];STD;2006-08-01 00:00:00;2013-05-01 00:00:00;1.1998756063755311;48.76917991684199
H425042010;L'Avre à Muzy;STD;1971-05-01 00:00:00;;1.3282007854259388;48.760591759691046
H426021010;L'Eure à Saint-Georges-Motel;STD;1999-11-26 00:00:00;;1.3769150684531124;48.79202926071577
H426021201;L'Eure à Saint-Georges-Motel;FICTIVE;2021-09-01 00:00:00;;1.376705640257785;48.79209030922818
H428000201;La Vesgre à Saint-Ouen-Marchefroy - Les Mordants;STD;2021-11-15 00:00:00;;1.513377543019289;48.84594261460651
H431021010;L'Eure à Pacy-sur-Eure;STD;1999-12-22 00:00:00;;1.3782247419218092;49.013074420700995
H432021010;L'Eure à Cailly-sur-Eure;STD;1968-01-01 00:00:00;;1.2088073037095022;49.11438202653031
H433041010;L'Iton aux Aspres;STD;2004-12-03 00:00:00;2020-02-05 12:00:00;0.6016679604806897;48.68972694529279
H433042010;L'Iton à Crulai;STD;1980-09-19 00:00:00;2011-01-19 00:00:00;0.6637607019885086;48.71359065774195
H433043010;L'Iton à Bourth;STD;1999-12-01 00:00:00;;0.8069421274065394;48.77504488182282
H434041010;L'Iton à Saint-Nicolas-d'Attez [observateur] - Bras forcé;STD;2006-08-01 00:00:00;2013-01-01 00:00:00;0.9213457274994205;48.80501686400646
H434042010;L'Iton à Damville;STD;2004-12-02 00:00:00;;1.0695192695531235;48.86928687639045
H434043010;L'Iton à Manthelon [La Mésangère];STD;1970-01-01 00:00:00;1992-02-20 00:00:00;1.075733037063679;48.9107397587296
H435000201;L'Iton à Gaudreville-la-Rivière;STD;2019-11-05 00:00:00;;1.0384838139414505;48.965072435804416
H436061010;Le Rouloir à Glisolles [Pont lieu dit Grenieuseville];STD;2003-03-25 00:00:00;;0.996037758158774;48.97724008084425
H436061011;Le Rouloir à Glisolles [Pont lieu dit Grenieuseville] - Débimètre;DEB;2019-06-26 00:00:00;;0.996037758158774;48.97724008084425
H437041010;L'Iton à la Bonneville-sur-Iton;STD;2003-03-25 00:00:00;;1.0428434432913911;48.99237790136507
H437042010;L'Iton à Normanville;STD;1967-01-01 00:00:00;;1.150897013222081;49.08057086665225
H438021010;L'Eure à Louviers;STD;1971-03-22 00:00:00;;1.1776808123000084;49.22400382789454
H501011001;La Seine à Elbeuf;STD;2014-12-12 00:00:00;;1.0131292293401242;49.29251005569912
H501012001;La Seine à Oissel;STD;2014-12-12 00:00:00;;1.1034152535930875;49.33847177584808
H501101001;La Marne à Rolampont;STD;1980-11-01 00:00:00;1983-07-01 12:00:00;5.282944249133689;47.954338663462195
H501102001;La Marne à Marnay-sur-Marne;STD;1983-07-01 00:00:00;;5.248547394461723;48.01203489804247
H502301001;La Traire à Louvières;STD;1989-09-01 00:00:00;;5.281335062147621;48.03842984138954
H502301301;Le Robec à Darnétal;STD;2018-09-18 00:00:00;;1.14677322303457;49.4403468735143
H502301401;L'Aubette à Darnétal;STD;2018-09-18 00:00:00;;1.1487450491790046;49.436888733769536
H503011001;La Seine à Rouen;STD;2014-12-12 00:00:00;;1.071962329174424;49.443323286085345
H503101001;La Marne à Chaumont [Reclancourt];STD;1900-12-12 00:00:00;;5.154544208254388;48.12635557926332
H503102001;La Marne à Condes;STD;2000-05-17 00:00:00;;5.138012374755023;48.14146415612099
H503331001;La Suize à Villiers-sur-Suize;STD;1984-08-01 00:00:00;;5.186556599347271;47.98786114608964
H503334001;La Suize à Chaumont [Saint-Roch];STD;1985-03-01 00:00:00;2023-01-02 00:00:00;5.119576249820741;48.115719273720835
H504061010;Le Cailly à Cailly;STD;1998-08-01 00:00:00;;1.2224886088789813;49.579171050251105
H504062010;Le Cailly à Fontaine-le-Bourg [Grand-Tendos];STD;1980-06-01 00:00:00;;1.1270454619547545;49.561182555399554
H504063010;Le Cailly à Notre-Dame-de-Bondeville;STD;1963-04-01 00:00:00;;1.04718381062832;49.4884180679426
H504201001;Le Rognon à Bourdons-sur-Rognon [Lacrète];STD;1987-08-01 00:00:00;;5.3159117997128815;48.20976760647988
H505011001;La Seine à Petit-Couronne;STD;2014-12-12 00:00:00;;1.0118482795393176;49.385761085168376
H505012001;La Seine à la Bouille;STD;2014-12-12 00:00:00;;0.9281077956452444;49.353873194644294
H505013001;La Seine à Mauny [Val-des-Leux];STD;2014-12-12 00:00:00;;0.9216350247157142;49.402452163597886
H505104001;La Seine à Duclair;STD;2014-12-12 00:00:00;;0.8741626412622381;49.48041749594946
H505301001;La Sueurre à Rimaucourt;STD;2007-08-08 00:00:00;2020-01-03 00:00:00;5.368120769680354;48.24727094009612
H505321001;La Manoise à Humberville;STD;1999-09-28 00:00:00;;5.37849651477242;48.28606641967272
H506061010;L'Austreberthe à Saint-Paër;STD;1997-02-27 00:00:00;;0.9217089202358058;49.51878678994816
H506062010;L'Austreberthe à Duclair [Bas Aulnay];STD;1964-06-01 00:00:00;1999-02-04 10:15:00;0.8959339011684712;49.49905763273454
H506201001;Le Rognon à Doulaincourt-Saucourt;STD;1968-08-01 00:00:00;;5.165229293089026;48.34383281556904
H506901010;[La vallée sèche] à Saint-Paër [Le Paulu];STD;2002-12-01 00:00:00;2021-05-31 00:00:00;0.9140527062947776;49.51655157909933
H507101001;La Marne à Saint-Dizier - Après création des grands lacs;STD;1974-01-01 00:00:00;2021-09-01 00:00:00;4.929910142698298;48.63748684060767
H507101002;La Marne à Saint-Dizier - Hôpital;STD;2005-04-05 00:00:00;;4.953179654408376;48.6327706726541
H507101003;La Marne à Saint-Dizier - Avant création des Grands Lacs;STD;1948-01-01 00:00:00;1974-01-01 00:00:00;4.929910142698298;48.63748684060767
H507102001;La Marne à Joinville;STD;1900-12-12 00:00:00;;5.143338721637798;48.44281670917021
H507104001;La Marne à Chamouilley;STD;1999-11-24 00:00:00;;5.0403139054336865;48.60623228308259
H507105001;La Marne à Mussey-sur-Marne;STD;2001-01-01 00:00:00;;5.161095929965643;48.37600321703798
H508302001;La Blaise à Colombey-les-Deux-Églises;STD;1972-06-01 00:00:00;2000-02-07 23:59:00;4.95915420029704;48.293763794242395
H508305001;La Blaise à Louvemont [Pont-Varin];STD;1987-10-01 00:00:00;;4.930710160425438;48.515805205626116
H508305002;La Blaise à Louvemont [Pont-Varin] - Station IIBRBS;STD;1962-01-01 00:00:00;;4.9307155248421;48.51580875908839
H508307001;La Blaise à Daillancourt;STD;1999-11-16 00:00:00;;4.9573068888104;48.30248842335609
H509101001;La Marne à Frignicourt - Avant création grand lac;STD;1957-02-01 00:00:00;1973-12-31 23:59:00;4.587473264302651;48.70091142714254
H509101002;La Marne à Frignicourt - après création grand lac;STD;1974-01-01 00:00:00;;4.5874594056342834;48.70090261533714
H510011001;La Seine au Mesnil-sous-Jumièges;STD;2014-12-12 00:00:00;;0.8669204893631346;49.413143842384855
H510012001;La Seine à Heurteauville;STD;2014-12-12 00:00:00;;0.8156624172326133;49.448051580301595
H510202101;La Saulx à Saudrupt;STD;;2012-04-03 08:00:00;5.06839059614574;48.70317671840585
H510203001;La Saulx à Mognéville;STD;1988-11-17 00:00:00;;4.999611620589312;48.784962592867494
H510204001;La Saulx à Montiers-sur-Saulx;STD;1997-10-23 00:00:00;;5.273665663689358;48.53990965096983
H511231001;L'Ornain à Saint-Joire;STD;1999-11-19 00:00:00;;5.419361500686849;48.60053512117419
H511902010;La Sainte-Gertrude [partielle] à Caudebec-en-Caux;STD;1972-03-01 00:00:00;1986-01-08 12:00:00;0.7262017418974127;49.525761522176445
H511903020;L'Ambion à Caudebec-en-Caux;STD;1972-03-01 00:00:00;1986-01-08 12:00:00;0.722275375434212;49.525534994487046
H511904010;La Sainte-Gertrude à Maulévrier-Sainte-Gertrude;STD;1997-05-26 00:00:00;2001-01-01 00:00:00;0.7016389068022962;49.54625616828784
H512011001;La Seine à Caudebec-en-Caux;STD;2014-12-12 00:00:00;;0.714335675009154;49.52362338598132
H512012001;La Seine à Vatteville-la-Rue;STD;2014-12-12 00:00:00;;0.6692422499274381;49.48035304543233
H512013001;La Seine à Aizier;STD;2014-12-12 00:00:00;;0.6245599422799617;49.4321877543536
H512014001;La Seine à Petiville [St-Léonard];STD;2014-12-12 00:00:00;;0.5497226496429192;49.460253410569585
H512234001;L'Ornain à Tronville-en-Barrois;STD;1988-12-01 00:00:00;;5.282431972238779;48.72162381495726
H512235001;L'Ornain à Fains-Véel [Varney];STD;1968-08-01 00:00:00;1998-01-01 00:00:00;5.12829903067238;48.79531709301742
H512235002;L'Ornain à Val-d'Ornain [Varney];STD;1997-09-05 00:00:00;;5.099419410299386;48.81164439247016
H513061010;Le Commerce à Gruchet-le-Valasse;STD;1994-01-01 00:00:00;;0.4877402665425619;49.55177984753488
H513062010;Le Commerce à Lillebonne;STD;1989-04-01 00:00:00;1994-04-08 00:00:00;0.5328510181868842;49.51635309885969
H513062011;Le Commerce à Lillebonne - Pont D173;STD;2021-03-10 00:00:00;;0.5361857662453625;49.50467554968335
H513062012;Le Commerce à Lillebonne - Manoir;STD;2023-06-29 00:00:00;;0.5363856575509122;49.50967715675188
H514011001;La Seine à Tancarville;STD;2014-12-12 00:00:00;;0.46719282054292455;49.47689079790079
H514261001;La Chée à Villotte-devant-Louppy [Villote devant Loupy];STD;1967-06-01 00:00:00;;5.054106194288371;48.88372752806633
H514262001;La Chée à Bettancourt-la-Longue;STD;1970-11-01 00:00:00;;4.884937670223337;48.81922220767456
H515301001;La Vière à Val-de-Vière;STD;1971-01-01 00:00:00;;4.758148242949149;48.801363194776
H517201001;La Saulx à Vitry-en-Perthois;STD;1957-01-01 00:00:00;;4.626324545638995;48.74615153649664
H517311001;La Bruxenelle à Brusson;STD;1969-01-01 00:00:00;;4.697284774120148;48.74719689009773
H520100501;La Marne à la Chaussée-sur-Marne;STD;1900-01-01 00:00:00;;4.505038807905666;48.838972956556425
H520101001;La Marne à Châlons-en-Champagne - Avant création grand lac;STD;1957-01-01 00:00:00;1973-12-31 23:59:00;4.353723063346687;48.95095128086733
H520101002;La Marne à Châlons-en-Champagne - Après grand lac et avant 02/89;STD;1973-01-01 00:00:00;1989-02-01 00:00:00;4.353723063346687;48.95095128086733
H520101003;La Marne à Châlons-en-Champagne;STD;1989-01-30 00:00:00;;4.353723063346687;48.95095128086733
H520101004;La Marne à Châlons-en-Champagne - Observateur;STD;;;4.353877678357448;48.95112041612411
H520101101;La Marne [rivière] à Châlons-en-Champagne [avant 02/89];STD;1957-01-01 00:00:00;1989-02-01 00:00:00;4.353723063346687;48.95095128086733
H520101201;La Marne [débit dérivé] à Condé-sur-Marne [Châlons];STD;1957-01-01 00:00:00;1989-02-01 00:00:00;4.175239180857296;49.04300697013429
H520421001;La Coole à Écury-sur-Coole;STD;1996-08-01 00:00:00;;4.339680651435336;48.90201116766037
H521331001;La Soude à Soudron;STD;1968-03-01 00:00:00;;4.20213790143086;48.83884788360697
H522431001;Le Cubry à Pierry;STD;1987-05-22 00:00:00;;3.9478329158471905;49.0261957795027
H523102501;La Marne à Damery;STD;1900-01-01 00:00:00;;3.8604332371517667;49.07030390243588
H524301001;La Semoigne à Verneuil;STD;1999-11-17 00:00:00;;3.6743758612914545;49.09337761424904
H530202001;Le Surmelin à Mézy-Moulins - - Fermée;STD;1988-10-01 00:00:00;2024-03-05 11:00:00;3.5162766110756656;49.059983545724194
H541203001;Le Petit Morin au Thoult-Trosnay;STD;2003-11-03 00:00:00;;3.6895967240368943;48.85095647299385
H550301001;La Savières à Longpont;STD;1976-04-01 00:00:00;1985-01-16 00:00:00;3.2340516383627396;49.275883428341096
H552201001;L'Ourcq à Chouy;STD;1988-07-01 00:00:00;;3.2493071981191863;49.19428675931863
H600021010;La Risle à Échauffour [observateur];STD;2006-08-01 00:00:00;2013-05-01 00:00:00;0.43094628534518714;48.71803649772511
H602021010;La Risle à Rai;STD;1965-09-01 00:00:00;;0.581561950266994;48.74870517841251
H602101001;L'Aisne à Passavant-en-Argonne;STD;1974-01-01 00:00:00;1999-02-23 09:46:00;4.9706680229520455;49.01922197851912
H602102001;L'Aisne à Verrières;STD;1997-08-22 00:00:00;;4.914314556514725;49.06792056591298
H602321001;L'Ante à Châtrices;STD;1974-12-01 00:00:00;;4.9117587865353585;49.052428383944786
H603021010;La Risle à Rugles [observateur];STD;2006-08-01 00:00:00;2013-06-01 00:00:00;0.7102394129364236;48.82209530372344
H603321001;L'Auve à Dommartin-Dampierre;STD;1993-12-01 00:00:00;;4.823200291275842;49.067679016335255
H605021010;La Risle à Bosc-Renoult-en-Ouche;STD;2001-07-04 00:00:00;2022-11-15 00:00:00;0.7436746842294705;48.95275925917534
H605022010;La Risle à Grosley-sur-Risle;STD;1970-01-01 00:00:00;1988-01-01 00:00:00;0.8149204033339462;49.030154377948556
H605301001;La Biesme au Claon;STD;1972-07-11 00:00:00;;4.969963962631746;49.1423180511334
H605601010;Le Vernet à Glos-la-Ferrière;STD;1978-01-01 00:00:00;1996-12-18 00:00:00;0.6034029704612335;48.858762399700765
H605641010;Le Val de Launay à Glos-la-Ferrière;STD;1978-01-01 00:00:00;1996-12-18 00:00:00;0.5944094253856265;48.85154593015586
H605641101;La Risle à Ajou [amont bétoire];STD;2012-08-22 00:00:00;2020-01-15 12:00:00;0.7890225683598983;48.98491869775918
H605641201;La Risle à Grosley-sur-Risle [aval bétoire];STD;2013-07-11 00:00:00;2020-01-15 12:00:00;0.7998398256889543;49.04706873858955
H605641401;La Risle à Barquet;STD;2020-10-01 00:00:00;;0.8083782974628081;49.034118951648104
H606000101;La Risle à Beaumontel;STD;1972-03-01 00:00:00;1983-01-01 00:00:00;0.75983491244542;49.091746000791964
H610041010;La Charentonne à Bocquencé;STD;1980-09-01 00:00:00;;0.48209851293975653;48.84885651566853
H610201001;L'Aire à Beausite [Amblaincourt];STD;1968-11-01 00:00:00;;5.208425252788692;48.96410456742842
H610201201;La Charentonne à Mélicourt;STD;2017-06-01 00:00:00;;0.5034968186957023;48.91499579691311
H611061010;La Guiel à Montreuil-l'Argillé;STD;1978-01-01 00:00:00;;0.48439492565358416;48.94500654008723
H611301001;La Cousances à Aubréville;STD;1969-01-01 00:00:00;2002-01-21 12:00:00;5.084979939161529;49.14575844211494
H612041010;La Charentonne à la Trinité-de-Réville;STD;2001-06-14 00:00:00;;0.5163323686239633;48.9789698120316
H612042010;La Charentonne à Broglie [observateur];STD;2006-08-01 00:00:00;2013-05-01 00:00:00;0.530197879519957;49.00787395931032
H612043010;La Charentonne à Ferrières-Saint-Hilaire;STD;1969-10-01 00:00:00;2004-01-01 00:00:00;0.5686419610786232;49.024159450132004
H612044010;La Charentonne à Bernay;STD;2001-07-04 00:00:00;;0.6006989119640561;49.08528258433263
H612201001;L'Aire à Varennes-en-Argonne;STD;1968-08-01 00:00:00;;5.0340157238773555;49.227292099612946
H612901010;Le fossé d'assainissement à Granchain;STD;1974-03-01 00:00:00;1996-05-10 00:00:00;0.6658209678192873;49.041129255899264
H612901101;La Charentonne à Bernay [observateur];STD;2011-08-01 00:00:00;2013-05-01 00:00:00;0.6006989119640561;49.08528258433263
H612901301;La Charentonne à Serquigny;STD;1973-03-01 00:00:00;1983-01-01 00:00:00;0.7186822066204972;49.109876000746986
H612901401;La Charentonne à la Trinité-de-Réville;FICTIVE;2017-06-01 00:00:00;;0.51485409195826;48.977810707477936
H612901501;La Charentonne à Fontaine-l'Abbé;STD;2024-05-29 12:00:00;;0.6871210116800305;49.09350963501608
H615302001;L'Agron à Champigneulle;STD;1974-03-01 00:00:00;1982-01-01 00:00:00;4.930044169457606;49.35120449899783
H615302002;L'Agron à Verpel;STD;1982-01-01 00:00:00;;4.931003061342003;49.386372428402176
H616201001;L'Aire à Chevières;STD;1960-01-01 00:00:00;;4.903247317714823;49.33406901307167
H620021010;La Risle à Brionne;STD;2002-01-29 00:00:00;;0.7147595982413957;49.18388266486868
H620101001;L'Aisne à Mouron;STD;1951-01-01 00:00:00;;4.78284161824515;49.30808645878876
H620102001;L'Aisne à Vouziers;STD;2004-05-27 00:00:00;;4.703742022237116;49.40385764370381
H621101001;L'Aisne à Rilly-sur-Aisne;STD;2004-05-06 00:00:00;;4.645237332756784;49.49158143616834
H622101001;L'Aisne à Givry;STD;1969-01-01 00:00:00;;4.538602337993289;49.49146283435981
H622102001;L'Aisne à Biermes;STD;2004-12-31 00:00:00;;4.397408767744098;49.49305606433343
H623021010;La Risle à Pont-Authou;STD;1967-05-01 00:00:00;;0.6948541127069735;49.24201808394149
H623022010;La Risle à Corneville-sur-Risle [Les Ruelles];STD;2001-07-04 00:00:00;2017-09-13 12:00:00;0.5808983200584241;49.34085600171772
H623301001;La Vaux à Barby;STD;1968-03-11 00:00:00;1983-10-02 00:00:00;4.285829402316063;49.52959781170277
H623302001;La Vaux à Écly;STD;1983-10-10 00:00:00;;4.295296902560856;49.53869208982645
H623311001;La Draize à Justine-Herbigny;STD;1998-03-12 00:00:00;;4.32408683356243;49.601117325738045
H623370301;Le Plumion à Inaumont;STD;2007-08-27 00:00:00;2021-01-01 00:01:00;4.318590352420911;49.55565354641358
H626061010;La Corbie à Toutainville;STD;1973-01-01 00:00:00;1997-08-14 00:00:00;0.4647586170391399;49.363602246374064
H630101001;L'Aisne à Asfeld;STD;1972-01-01 00:00:00;;4.122671245535136;49.48189003693873
